Summary of the training: 
(' ave_R ', 244.28, ' std_R ', 209.95, ' min_R ', -2.34, ' max_R ', 1243.44, ' times ', 30547958, ' epi', 16600, ' clock ', 18.03, ' min')
(' ave_R ', 244.82, ' std_R ', 207.31, ' min_R ', -2.34, ' max_R ', 1243.44, ' times ', 30820205, ' epi', 16700, ' clock ', 18.17, ' min')
(' ave_R ', 250.07, ' std_R ', 203.19, ' min_R ', -2.34, ' max_R ', 1243.44, ' times ', 31081011, ' epi', 16800, ' clock ', 18.31, ' min')
(' ave_R ', 249.45, ' std_R ', 211.06, ' min_R ', -3.18, ' max_R ', 1243.44, ' times ', 31290899, ' epi', 16900, ' clock ', 18.43, ' min')
(' ave_R ', 252.22, ' std_R ', 211.96, ' min_R ', -3.18, ' max_R ', 1243.44, ' times ', 31523020, ' epi', 17000, ' clock ', 18.55, ' min')
(' ave_R ', 255.85, ' std_R ', 205.47, ' min_R ', -3.18, ' max_R ', 1243.44, ' times ', 31775485, ' epi', 17100, ' clock ', 18.69, ' min')
(' ave_R ', 264.09, ' std_R ', 210.59, ' min_R ', -3.18, ' max_R ', 1243.44, ' times ', 32064713, ' epi', 17200, ' clock ', 18.84, ' min')
(' ave_R ', 275.75, ' std_R ', 209.12, ' min_R ', -3.18, ' max_R ', 1243.44, ' times ', 32321598, ' epi', 17300, ' clock ', 18.98, ' min')
(' ave_R ', 261.05, ' std_R ', 187.95, ' min_R ', -3.18, ' max_R ', 949.81, ' times ', 32569347, ' epi', 17400, ' clock ', 19.11, ' min')
(' ave_R ', 264.94, ' std_R ', 186.13, ' min_R ', -3.18, ' max_R ', 949.81, ' times ', 32834351, ' epi', 17500, ' clock ', 19.26, ' min')
(' ave_R ', 267.49, ' std_R ', 182.08, ' min_R ', -3.18, ' max_R ', 949.81, ' times ', 33062418, ' epi', 17600, ' clock ', 19.38, ' min')
(' ave_R ', 256.46, ' std_R ', 172.6, ' min_R ', -3.18, ' max_R ', 775.85, ' times ', 33299604, ' epi', 17700, ' clock ', 19.52, ' min')
(' ave_R ', 250.14, ' std_R ', 166.4, ' min_R ', -3.18, ' max_R ', 775.85, ' times ', 33535188, ' epi', 17800, ' clock ', 19.65, ' min')
(' ave_R ', 249.48, ' std_R ', 160.6, ' min_R ', 1.74, ' max_R ', 867.66, ' times ', 33759001, ' epi', 17900, ' clock ', 19.79, ' min')
(' ave_R ', 258.83, ' std_R ', 167.46, ' min_R ', 1.74, ' max_R ', 964.36, ' times ', 34014847, ' epi', 18000, ' clock ', 19.92, ' min')
(' ave_R ', 255.33, ' std_R ', 168.51, ' min_R ', 1.74, ' max_R ', 964.36, ' times ', 34255617, ' epi', 18100, ' clock ', 20.05, ' min')
(' ave_R ', 235.2, ' std_R ', 156.58, ' min_R ', 1.74, ' max_R ', 964.36, ' times ', 34464739, ' epi', 18200, ' clock ', 20.17, ' min')
(' ave_R ', 235.22, ' std_R ', 154.93, ' min_R ', 1.74, ' max_R ', 964.36, ' times ', 34738784, ' epi', 18300, ' clock ', 20.32, ' min')
(' ave_R ', 234.7, ' std_R ', 159.12, ' min_R ', -0.88, ' max_R ', 964.36, ' times ', 34943399, ' epi', 18400, ' clock ', 20.43, ' min')
(' ave_R ', 258.1, ' std_R ', 186.45, ' min_R ', -0.88, ' max_R ', 1212.65, ' times ', 35228408, ' epi', 18500, ' clock ', 20.58, ' min')
(' ave_R ', 260.67, ' std_R ', 188.19, ' min_R ', -0.88, ' max_R ', 1212.65, ' times ', 35491774, ' epi', 18600, ' clock ', 20.72, ' min')
(' ave_R ', 270.32, ' std_R ', 195.28, ' min_R ', -0.88, ' max_R ', 1212.65, ' times ', 35715018, ' epi', 18700, ' clock ', 20.85, ' min')
(' ave_R ', 272.36, ' std_R ', 195.07, ' min_R ', -0.88, ' max_R ', 1212.65, ' times ', 35982924, ' epi', 18800, ' clock ', 20.99, ' min')
(' ave_R ', 269.96, ' std_R ', 188.8, ' min_R ', -0.88, ' max_R ', 1212.65, ' times ', 36234993, ' epi', 18900, ' clock ', 21.14, ' min')
(' ave_R ', 267.26, ' std_R ', 178.24, ' min_R ', -0.88, ' max_R ', 1212.65, ' times ', 36512543, ' epi', 19000, ' clock ', 21.28, ' min')
(' ave_R ', 268.96, ' std_R ', 178.8, ' min_R ', -0.88, ' max_R ', 1212.65, ' times ', 36756004, ' epi', 19100, ' clock ', 21.42, ' min')
(' ave_R ', 281.88, ' std_R ', 182.57, ' min_R ', -0.88, ' max_R ', 1212.65, ' times ', 37020693, ' epi', 19200, ' clock ', 21.56, ' min')
(' ave_R ', 290.76, ' std_R ', 193.04, ' min_R ', -0.88, ' max_R ', 1212.65, ' times ', 37311329, ' epi', 19300, ' clock ', 21.7, ' min')
(' ave_R ', 300.71, ' std_R ', 201.08, ' min_R ', -0.43, ' max_R ', 1212.65, ' times ', 37566489, ' epi', 19400, ' clock ', 21.84, ' min')
(' ave_R ', 283.05, ' std_R ', 188.97, ' min_R ', -0.43, ' max_R ', 1146.95, ' times ', 37812327, ' epi', 19500, ' clock ', 21.98, ' min')
(' ave_R ', 294.15, ' std_R ', 201.55, ' min_R ', -0.43, ' max_R ', 1146.95, ' times ', 38093641, ' epi', 19600, ' clock ', 22.12, ' min')
(' ave_R ', 288.47, ' std_R ', 194.32, ' min_R ', -0.43, ' max_R ', 1146.95, ' times ', 38362421, ' epi', 19700, ' clock ', 22.26, ' min')
(' ave_R ', 285.9, ' std_R ', 197.72, ' min_R ', -0.43, ' max_R ', 1146.95, ' times ', 38603315, ' epi', 19800, ' clock ', 22.39, ' min')
(' ave_R ', 285.03, ' std_R ', 197.95, ' min_R ', -0.43, ' max_R ', 1146.95, ' times ', 38832257, ' epi', 19900, ' clock ', 22.52, ' min')
(' ave_R ', 277.71, ' std_R ', 203.64, ' min_R ', -0.43, ' max_R ', 1146.95, ' times ', 39091649, ' epi', 20000, ' clock ', 22.65, ' min')
(' ave_R ', 268.3, ' std_R ', 204.84, ' min_R ', -0.43, ' max_R ', 1146.95, ' times ', 39293980, ' epi', 20100, ' clock ', 22.77, ' min')
(' ave_R ', 263.41, ' std_R ', 200.97, ' min_R ', -0.43, ' max_R ', 1146.95, ' times ', 39570231, ' epi', 20200, ' clock ', 22.91, ' min')
(' ave_R ', 271.35, ' std_R ', 209.38, ' min_R ', -4.58, ' max_R ', 1146.95, ' times ', 39854614, ' epi', 20300, ' clock ', 23.05, ' min')
(' ave_R ', 279.93, ' std_R ', 220.13, ' min_R ', -4.58, ' max_R ', 1032.02, ' times ', 40124993, ' epi', 20400, ' clock ', 23.19, ' min')
(' ave_R ', 278.07, ' std_R ', 211.29, ' min_R ', -4.58, ' max_R ', 1032.02, ' times ', 40391613, ' epi', 20500, ' clock ', 23.33, ' min')
(' ave_R ', 266.8, ' std_R ', 199.39, ' min_R ', -4.58, ' max_R ', 1032.02, ' times ', 40637821, ' epi', 20600, ' clock ', 23.47, ' min')
(' ave_R ', 268.86, ' std_R ', 201.36, ' min_R ', -4.58, ' max_R ', 1032.02, ' times ', 40882408, ' epi', 20700, ' clock ', 23.61, ' min')
(' ave_R ', 280.59, ' std_R ', 200.43, ' min_R ', -4.58, ' max_R ', 1032.02, ' times ', 41165099, ' epi', 20800, ' clock ', 23.75, ' min')
(' ave_R ', 294.31, ' std_R ', 207.72, ' min_R ', -4.58, ' max_R ', 1032.02, ' times ', 41443541, ' epi', 20900, ' clock ', 23.89, ' min')
(' ave_R ', 294.64, ' std_R ', 201.94, ' min_R ', -4.58, ' max_R ', 1032.02, ' times ', 41721079, ' epi', 21000, ' clock ', 24.03, ' min')
(' ave_R ', 303.49, ' std_R ', 198.91, ' min_R ', -4.58, ' max_R ', 1032.02, ' times ', 42007042, ' epi', 21100, ' clock ', 24.18, ' min')
(' ave_R ', 296.97, ' std_R ', 201.92, ' min_R ', -4.58, ' max_R ', 1032.02, ' times ', 42244843, ' epi', 21200, ' clock ', 24.3, ' min')
(' ave_R ', 270.99, ' std_R ', 184.45, ' min_R ', 0.92, ' max_R ', 1032.02, ' times ', 42490443, ' epi', 21300, ' clock ', 24.44, ' min')
(' ave_R ', 269.76, ' std_R ', 167.94, ' min_R ', 0.92, ' max_R ', 909.55, ' times ', 42781991, ' epi', 21400, ' clock ', 24.58, ' min')
(' ave_R ', 268.3, ' std_R ', 171.26, ' min_R ', 0.92, ' max_R ', 909.55, ' times ', 43041368, ' epi', 21500, ' clock ', 24.72, ' min')
(' ave_R ', 268.46, ' std_R ', 168.93, ' min_R ', 0.92, ' max_R ', 909.55, ' times ', 43266501, ' epi', 21600, ' clock ', 24.85, ' min')
(' ave_R ', 263.76, ' std_R ', 168.11, ' min_R ', 0.92, ' max_R ', 909.55, ' times ', 43533858, ' epi', 21700, ' clock ', 24.99, ' min')
(' ave_R ', 266.75, ' std_R ', 171.85, ' min_R ', 0.92, ' max_R ', 909.55, ' times ', 43807450, ' epi', 21800, ' clock ', 25.13, ' min')
(' ave_R ', 266.41, ' std_R ', 166.47, ' min_R ', 0.92, ' max_R ', 763.44, ' times ', 44065818, ' epi', 21900, ' clock ', 25.26, ' min')
(' ave_R ', 270.85, ' std_R ', 171.94, ' min_R ', 0.92, ' max_R ', 763.44, ' times ', 44325717, ' epi', 22000, ' clock ', 25.4, ' min')
(' ave_R ', 269.48, ' std_R ', 171.18, ' min_R ', 0.92, ' max_R ', 763.44, ' times ', 44570464, ' epi', 22100, ' clock ', 25.54, ' min')
(' ave_R ', 304.78, ' std_R ', 201.45, ' min_R ', 1.81, ' max_R ', 1134.83, ' times ', 44846130, ' epi', 22200, ' clock ', 25.68, ' min')
(' ave_R ', 311.25, ' std_R ', 204.11, ' min_R ', 19.97, ' max_R ', 1134.83, ' times ', 45102078, ' epi', 22300, ' clock ', 25.81, ' min')
(' ave_R ', 286.2, ' std_R ', 197.74, ' min_R ', 19.97, ' max_R ', 1134.83, ' times ', 45348298, ' epi', 22400, ' clock ', 25.95, ' min')
(' ave_R ', 277.85, ' std_R ', 210.59, ' min_R ', -4.58, ' max_R ', 1134.83, ' times ', 45602861, ' epi', 22500, ' clock ', 26.09, ' min')
(' ave_R ', 281.55, ' std_R ', 215.49, ' min_R ', -4.58, ' max_R ', 1134.83, ' times ', 45843378, ' epi', 22600, ' clock ', 26.22, ' min')
(' ave_R ', 278.96, ' std_R ', 218.04, ' min_R ', -4.58, ' max_R ', 1134.83, ' times ', 46095830, ' epi', 22700, ' clock ', 26.36, ' min')
(' ave_R ', 284.73, ' std_R ', 231.82, ' min_R ', -4.58, ' max_R ', 1134.83, ' times ', 46356699, ' epi', 22800, ' clock ', 26.5, ' min')
(' ave_R ', 282.09, ' std_R ', 228.67, ' min_R ', -4.58, ' max_R ', 1134.83, ' times ', 46617162, ' epi', 22900, ' clock ', 26.64, ' min')
(' ave_R ', 267.98, ' std_R ', 229.22, ' min_R ', -4.58, ' max_R ', 1134.83, ' times ', 46842181, ' epi', 23000, ' clock ', 26.77, ' min')
(' ave_R ', 273.95, ' std_R ', 232.08, ' min_R ', -4.58, ' max_R ', 1134.83, ' times ', 47076074, ' epi', 23100, ' clock ', 26.9, ' min')
(' ave_R ', 246.62, ' std_R ', 201.43, ' min_R ', -4.58, ' max_R ', 1023.89, ' times ', 47339253, ' epi', 23200, ' clock ', 27.04, ' min')
(' ave_R ', 244.6, ' std_R ', 198.55, ' min_R ', -4.58, ' max_R ', 1023.89, ' times ', 47583007, ' epi', 23300, ' clock ', 27.17, ' min')
(' ave_R ', 244.25, ' std_R ', 203.36, ' min_R ', -4.58, ' max_R ', 1023.89, ' times ', 47802989, ' epi', 23400, ' clock ', 27.29, ' min')
(' ave_R ', 268.27, ' std_R ', 204.83, ' min_R ', -1.66, ' max_R ', 1023.89, ' times ', 48081805, ' epi', 23500, ' clock ', 27.44, ' min')
(' ave_R ', 279.65, ' std_R ', 217.08, ' min_R ', -1.66, ' max_R ', 1103.11, ' times ', 48314989, ' epi', 23600, ' clock ', 27.56, ' min')
(' ave_R ', 286.6, ' std_R ', 214.33, ' min_R ', -1.66, ' max_R ', 1103.11, ' times ', 48589108, ' epi', 23700, ' clock ', 27.7, ' min')
(' ave_R ', 275.22, ' std_R ', 195.98, ' min_R ', -1.66, ' max_R ', 1103.11, ' times ', 48866655, ' epi', 23800, ' clock ', 27.85, ' min')
(' ave_R ', 271.53, ' std_R ', 198.7, ' min_R ', -1.66, ' max_R ', 1103.11, ' times ', 49127980, ' epi', 23900, ' clock ', 27.99, ' min')
(' ave_R ', 286.09, ' std_R ', 199.86, ' min_R ', 9.4, ' max_R ', 1103.11, ' times ', 49382412, ' epi', 24000, ' clock ', 28.13, ' min')
(' ave_R ', 281.6, ' std_R ', 196.9, ' min_R ', 9.4, ' max_R ', 1103.11, ' times ', 49653326, ' epi', 24100, ' clock ', 28.27, ' min')
(' ave_R ', 288.14, ' std_R ', 202.88, ' min_R ', 9.4, ' max_R ', 1103.11, ' times ', 49911935, ' epi', 24200, ' clock ', 28.4, ' min')
(' ave_R ', 309.19, ' std_R ', 221.08, ' min_R ', 9.4, ' max_R ', 1103.11, ' times ', 50182371, ' epi', 24300, ' clock ', 28.54, ' min')
(' ave_R ', 317.74, ' std_R ', 224.76, ' min_R ', 24.41, ' max_R ', 1103.11, ' times ', 50434997, ' epi', 24400, ' clock ', 28.68, ' min')
(' ave_R ', 325.18, ' std_R ', 236.86, ' min_R ', 24.41, ' max_R ', 1103.11, ' times ', 50726546, ' epi', 24500, ' clock ', 28.82, ' min')
(' ave_R ', 327.25, ' std_R ', 223.05, ' min_R ', 24.41, ' max_R ', 1049.9, ' times ', 51013869, ' epi', 24600, ' clock ', 28.97, ' min')
(' ave_R ', 334.7, ' std_R ', 223.32, ' min_R ', 24.41, ' max_R ', 1049.9, ' times ', 51289131, ' epi', 24700, ' clock ', 29.11, ' min')
(' ave_R ', 319.54, ' std_R ', 227.96, ' min_R ', 7.49, ' max_R ', 1049.9, ' times ', 51542329, ' epi', 24800, ' clock ', 29.24, ' min')
(' ave_R ', 318.23, ' std_R ', 233.24, ' min_R ', 7.49, ' max_R ', 1049.9, ' times ', 51817294, ' epi', 24900, ' clock ', 29.38, ' min')
(' ave_R ', 320.61, ' std_R ', 231.81, ' min_R ', 7.49, ' max_R ', 1049.9, ' times ', 52057594, ' epi', 25000, ' clock ', 29.51, ' min')
(' ave_R ', 336.16, ' std_R ', 247.18, ' min_R ', 7.49, ' max_R ', 1234.71, ' times ', 52335222, ' epi', 25100, ' clock ', 29.66, ' min')
(' ave_R ', 335.15, ' std_R ', 246.24, ' min_R ', 7.49, ' max_R ', 1234.71, ' times ', 52627932, ' epi', 25200, ' clock ', 29.8, ' min')
(' ave_R ', 317.34, ' std_R ', 236.53, ' min_R ', 7.49, ' max_R ', 1234.71, ' times ', 52867635, ' epi', 25300, ' clock ', 29.94, ' min')
(' ave_R ', 316.41, ' std_R ', 234.77, ' min_R ', 6.48, ' max_R ', 1234.71, ' times ', 53101808, ' epi', 25400, ' clock ', 30.08, ' min')
(' ave_R ', 294.88, ' std_R ', 214.23, ' min_R ', 6.48, ' max_R ', 1234.71, ' times ', 53372230, ' epi', 25500, ' clock ', 30.22, ' min')
(' ave_R ', 278.56, ' std_R ', 210.9, ' min_R ', 6.48, ' max_R ', 1234.71, ' times ', 53636727, ' epi', 25600, ' clock ', 30.36, ' min')
(' ave_R ', 279.25, ' std_R ', 215.6, ' min_R ', 6.48, ' max_R ', 1234.71, ' times ', 53902500, ' epi', 25700, ' clock ', 30.5, ' min')
(' ave_R ', 301.84, ' std_R ', 228.33, ' min_R ', 6.48, ' max_R ', 1234.71, ' times ', 54174964, ' epi', 25800, ' clock ', 30.64, ' min')
(' ave_R ', 310.42, ' std_R ', 221.96, ' min_R ', 6.48, ' max_R ', 1234.71, ' times ', 54429589, ' epi', 25900, ' clock ', 30.78, ' min')
(' ave_R ', 323.82, ' std_R ', 242.11, ' min_R ', 6.48, ' max_R ', 1260.77, ' times ', 54702046, ' epi', 26000, ' clock ', 30.92, ' min')
(' ave_R ', 315.11, ' std_R ', 233.36, ' min_R ', 6.48, ' max_R ', 1260.77, ' times ', 54943053, ' epi', 26100, ' clock ', 31.05, ' min')
(' ave_R ', 328.36, ' std_R ', 244.22, ' min_R ', 6.48, ' max_R ', 1260.77, ' times ', 55235444, ' epi', 26200, ' clock ', 31.2, ' min')
(' ave_R ', 330.66, ' std_R ', 242.98, ' min_R ', -0.06, ' max_R ', 1260.77, ' times ', 55455754, ' epi', 26300, ' clock ', 31.32, ' min')
(' ave_R ', 343.68, ' std_R ', 236.41, ' min_R ', -0.06, ' max_R ', 1260.77, ' times ', 55722423, ' epi', 26400, ' clock ', 31.46, ' min')
(' ave_R ', 368.51, ' std_R ', 251.94, ' min_R ', -0.06, ' max_R ', 1260.77, ' times ', 56000907, ' epi', 26500, ' clock ', 31.6, ' min')
(' ave_R ', 385.5, ' std_R ', 257.77, ' min_R ', -0.06, ' max_R ', 1260.77, ' times ', 56283833, ' epi', 26600, ' clock ', 31.75, ' min')
(' ave_R ', 369.62, ' std_R ', 259.43, ' min_R ', -0.06, ' max_R ', 1260.77, ' times ', 56498158, ' epi', 26700, ' clock ', 31.87, ' min')
(' ave_R ', 363.22, ' std_R ', 253.08, ' min_R ', -0.06, ' max_R ', 1260.77, ' times ', 56766284, ' epi', 26800, ' clock ', 32.02, ' min')
(' ave_R ', 352.42, ' std_R ', 254.62, ' min_R ', -0.06, ' max_R ', 1260.77, ' times ', 57022864, ' epi', 26900, ' clock ', 32.16, ' min')
(' ave_R ', 339.13, ' std_R ', 237.77, ' min_R ', -0.06, ' max_R ', 1026.24, ' times ', 57298604, ' epi', 27000, ' clock ', 32.3, ' min')
(' ave_R ', 324.61, ' std_R ', 234.25, ' min_R ', -0.06, ' max_R ', 1026.24, ' times ', 57518726, ' epi', 27100, ' clock ', 32.43, ' min')
(' ave_R ', 304.34, ' std_R ', 222.93, ' min_R ', -0.06, ' max_R ', 1026.24, ' times ', 57724878, ' epi', 27200, ' clock ', 32.55, ' min')
(' ave_R ', 307.24, ' std_R ', 222.17, ' min_R ', 12.86, ' max_R ', 1026.24, ' times ', 57989288, ' epi', 27300, ' clock ', 32.69, ' min')
(' ave_R ', 318.63, ' std_R ', 241.51, ' min_R ', 12.86, ' max_R ', 1106.89, ' times ', 58283960, ' epi', 27400, ' clock ', 32.84, ' min')
(' ave_R ', 307.87, ' std_R ', 231.66, ' min_R ', 12.86, ' max_R ', 1106.89, ' times ', 58549285, ' epi', 27500, ' clock ', 32.98, ' min')
(' ave_R ', 294.24, ' std_R ', 217.69, ' min_R ', 12.86, ' max_R ', 1106.89, ' times ', 58800574, ' epi', 27600, ' clock ', 33.12, ' min')
(' ave_R ', 307.89, ' std_R ', 225.43, ' min_R ', -1.36, ' max_R ', 1106.89, ' times ', 59038939, ' epi', 27700, ' clock ', 33.25, ' min')
(' ave_R ', 296.53, ' std_R ', 223.32, ' min_R ', -1.36, ' max_R ', 1106.89, ' times ', 59286946, ' epi', 27800, ' clock ', 33.39, ' min')
(' ave_R ', 307.54, ' std_R ', 225.95, ' min_R ', -1.36, ' max_R ', 1106.89, ' times ', 59552729, ' epi', 27900, ' clock ', 33.53, ' min')
(' ave_R ', 314.99, ' std_R ', 232.25, ' min_R ', -1.36, ' max_R ', 1106.89, ' times ', 59834801, ' epi', 28000, ' clock ', 33.67, ' min')
(' ave_R ', 326.27, ' std_R ', 235.26, ' min_R ', -1.36, ' max_R ', 1106.89, ' times ', 60110450, ' epi', 28100, ' clock ', 33.81, ' min')
(' ave_R ', 319.62, ' std_R ', 238.59, ' min_R ', -1.36, ' max_R ', 1106.89, ' times ', 60350553, ' epi', 28200, ' clock ', 33.94, ' min')
(' ave_R ', 310.71, ' std_R ', 245.82, ' min_R ', -1.36, ' max_R ', 1106.89, ' times ', 60607093, ' epi', 28300, ' clock ', 34.08, ' min')
(' ave_R ', 284.72, ' std_R ', 224.23, ' min_R ', -1.36, ' max_R ', 963.04, ' times ', 60847115, ' epi', 28400, ' clock ', 34.21, ' min')
(' ave_R ', 280.72, ' std_R ', 218.89, ' min_R ', -1.36, ' max_R ', 1007.97, ' times ', 61108916, ' epi', 28500, ' clock ', 34.35, ' min')
(' ave_R ', 281.32, ' std_R ', 222.19, ' min_R ', -1.36, ' max_R ', 1007.97, ' times ', 61357816, ' epi', 28600, ' clock ', 34.49, ' min')
(' ave_R ', 267.31, ' std_R ', 213.63, ' min_R ', 0.21, ' max_R ', 1007.97, ' times ', 61588121, ' epi', 28700, ' clock ', 34.62, ' min')
(' ave_R ', 284.21, ' std_R ', 230.84, ' min_R ', 0.21, ' max_R ', 1056.99, ' times ', 61883563, ' epi', 28800, ' clock ', 34.77, ' min')
(' ave_R ', 274.83, ' std_R ', 226.47, ' min_R ', 0.21, ' max_R ', 1056.99, ' times ', 62137785, ' epi', 28900, ' clock ', 34.91, ' min')
(' ave_R ', 281.06, ' std_R ', 227.97, ' min_R ', 0.21, ' max_R ', 1056.99, ' times ', 62406920, ' epi', 29000, ' clock ', 35.05, ' min')
(' ave_R ', 280.56, ' std_R ', 222.31, ' min_R ', -0.17, ' max_R ', 1056.99, ' times ', 62651707, ' epi', 29100, ' clock ', 35.18, ' min')
(' ave_R ', 282.48, ' std_R ', 213.84, ' min_R ', -0.17, ' max_R ', 1056.99, ' times ', 62920257, ' epi', 29200, ' clock ', 35.32, ' min')
(' ave_R ', 292.02, ' std_R ', 200.87, ' min_R ', -0.17, ' max_R ', 1056.99, ' times ', 63177373, ' epi', 29300, ' clock ', 35.45, ' min')
(' ave_R ', 307.86, ' std_R ', 214.56, ' min_R ', -0.17, ' max_R ', 1240.86, ' times ', 63453247, ' epi', 29400, ' clock ', 35.6, ' min')
(' ave_R ', 288.63, ' std_R ', 208.15, ' min_R ', -0.17, ' max_R ', 1240.86, ' times ', 63713608, ' epi', 29500, ' clock ', 35.74, ' min')
(' ave_R ', 275.91, ' std_R ', 208.4, ' min_R ', -0.17, ' max_R ', 1240.86, ' times ', 63909527, ' epi', 29600, ' clock ', 35.86, ' min')
(' ave_R ', 287.38, ' std_R ', 206.66, ' min_R ', -0.17, ' max_R ', 1240.86, ' times ', 64160978, ' epi', 29700, ' clock ', 36.0, ' min')
(' ave_R ', 281.97, ' std_R ', 185.35, ' min_R ', -0.17, ' max_R ', 1240.86, ' times ', 64403443, ' epi', 29800, ' clock ', 36.13, ' min')
(' ave_R ', 274.88, ' std_R ', 187.19, ' min_R ', -0.17, ' max_R ', 1240.86, ' times ', 64636107, ' epi', 29900, ' clock ', 36.25, ' min')
(' ave_R ', 256.95, ' std_R ', 174.25, ' min_R ', -0.17, ' max_R ', 1240.86, ' times ', 64870641, ' epi', 30000, ' clock ', 36.38, ' min')
(' ave_R ', 249.13, ' std_R ', 175.62, ' min_R ', -0.17, ' max_R ', 1240.86, ' times ', 65101734, ' epi', 30100, ' clock ', 36.51, ' min')
(' ave_R ', 267.52, ' std_R ', 188.44, ' min_R ', -0.17, ' max_R ', 1240.86, ' times ', 65360492, ' epi', 30200, ' clock ', 36.65, ' min')
(' ave_R ', 261.14, ' std_R ', 200.3, ' min_R ', -0.43, ' max_R ', 1240.86, ' times ', 65587417, ' epi', 30300, ' clock ', 36.79, ' min')
(' ave_R ', 252.98, ' std_R ', 180.95, ' min_R ', -0.43, ' max_R ', 908.48, ' times ', 65853022, ' epi', 30400, ' clock ', 36.93, ' min')
(' ave_R ', 254.67, ' std_R ', 181.15, ' min_R ', -0.43, ' max_R ', 908.48, ' times ', 66073814, ' epi', 30500, ' clock ', 37.06, ' min')
(' ave_R ', 273.4, ' std_R ', 184.1, ' min_R ', -0.43, ' max_R ', 908.48, ' times ', 66328098, ' epi', 30600, ' clock ', 37.2, ' min')
(' ave_R ', 272.42, ' std_R ', 190.75, ' min_R ', -0.43, ' max_R ', 908.48, ' times ', 66576020, ' epi', 30700, ' clock ', 37.33, ' min')
(' ave_R ', 281.74, ' std_R ', 199.71, ' min_R ', -0.43, ' max_R ', 908.48, ' times ', 66840964, ' epi', 30800, ' clock ', 37.48, ' min')
(' ave_R ', 297.93, ' std_R ', 201.1, ' min_R ', -0.43, ' max_R ', 908.48, ' times ', 67084239, ' epi', 30900, ' clock ', 37.61, ' min')
(' ave_R ', 301.21, ' std_R ', 205.48, ' min_R ', -0.43, ' max_R ', 932.07, ' times ', 67295026, ' epi', 31000, ' clock ', 37.73, ' min')
(' ave_R ', 310.43, ' std_R ', 200.88, ' min_R ', -0.43, ' max_R ', 932.07, ' times ', 67553780, ' epi', 31100, ' clock ', 37.87, ' min')
(' ave_R ', 315.8, ' std_R ', 202.75, ' min_R ', -0.43, ' max_R ', 946.61, ' times ', 67816853, ' epi', 31200, ' clock ', 38.01, ' min')
(' ave_R ', 329.59, ' std_R ', 197.61, ' min_R ', -0.13, ' max_R ', 946.61, ' times ', 68085685, ' epi', 31300, ' clock ', 38.15, ' min')
(' ave_R ', 342.1, ' std_R ', 205.35, ' min_R ', -0.13, ' max_R ', 946.61, ' times ', 68337664, ' epi', 31400, ' clock ', 38.28, ' min')
(' ave_R ', 353.35, ' std_R ', 203.11, ' min_R ', 8.62, ' max_R ', 946.61, ' times ', 68570473, ' epi', 31500, ' clock ', 38.41, ' min')
(' ave_R ', 356.49, ' std_R ', 210.8, ' min_R ', 0.0, ' max_R ', 946.61, ' times ', 68815227, ' epi', 31600, ' clock ', 38.54, ' min')
(' ave_R ', 361.61, ' std_R ', 212.93, ' min_R ', 0.0, ' max_R ', 946.61, ' times ', 69055981, ' epi', 31700, ' clock ', 38.68, ' min')
(' ave_R ', 358.31, ' std_R ', 210.89, ' min_R ', 0.0, ' max_R ', 946.61, ' times ', 69290316, ' epi', 31800, ' clock ', 38.81, ' min')
(' ave_R ', 360.75, ' std_R ', 213.41, ' min_R ', 0.0, ' max_R ', 946.61, ' times ', 69550393, ' epi', 31900, ' clock ', 38.95, ' min')
(' ave_R ', 355.59, ' std_R ', 205.61, ' min_R ', 0.0, ' max_R ', 946.61, ' times ', 69788292, ' epi', 32000, ' clock ', 39.08, ' min')
(' ave_R ', 347.84, ' std_R ', 207.95, ' min_R ', 0.0, ' max_R ', 946.61, ' times ', 69999733, ' epi', 32100, ' clock ', 39.2, ' min')
(' ave_R ', 338.94, ' std_R ', 205.88, ' min_R ', 0.0, ' max_R ', 942.36, ' times ', 70250419, ' epi', 32200, ' clock ', 39.34, ' min')
(' ave_R ', 337.66, ' std_R ', 203.16, ' min_R ', 0.0, ' max_R ', 942.36, ' times ', 70508559, ' epi', 32300, ' clock ', 39.48, ' min')
(' ave_R ', 331.42, ' std_R ', 215.61, ' min_R ', -0.09, ' max_R ', 987.14, ' times ', 70748425, ' epi', 32400, ' clock ', 39.61, ' min')
(' ave_R ', 331.08, ' std_R ', 214.3, ' min_R ', -0.09, ' max_R ', 987.14, ' times ', 70982662, ' epi', 32500, ' clock ', 39.74, ' min')
(' ave_R ', 344.17, ' std_R ', 228.31, ' min_R ', -0.09, ' max_R ', 1023.48, ' times ', 71236075, ' epi', 32600, ' clock ', 39.88, ' min')
(' ave_R ', 346.29, ' std_R ', 222.36, ' min_R ', -0.09, ' max_R ', 1023.48, ' times ', 71511683, ' epi', 32700, ' clock ', 40.02, ' min')
(' ave_R ', 345.48, ' std_R ', 225.33, ' min_R ', -0.09, ' max_R ', 1023.48, ' times ', 71771443, ' epi', 32800, ' clock ', 40.16, ' min')
(' ave_R ', 330.88, ' std_R ', 224.19, ' min_R ', -0.09, ' max_R ', 1023.48, ' times ', 72010397, ' epi', 32900, ' clock ', 40.3, ' min')
(' ave_R ', 343.09, ' std_R ', 229.47, ' min_R ', -0.09, ' max_R ', 1023.48, ' times ', 72249999, ' epi', 33000, ' clock ', 40.43, ' min')
